task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,comment,tool_version
TASK-0188,2026-04-22,Aarhus,HR,Document Check,Manual,41.2,1,No,Completed,3.8,Neutral,The automated step failed and required manual work.,v1.1
TASK-0189,2026-04-25,Copenhagen,HR,Scheduling,Automated,19.0,2,No,Completed,3.0,Neutral,The result was clear and useful.,v1.2
TASK-0190,2026-04-01,Aalborg,HR,Scheduling,Manual,48.2,1,No,Completed,4.6,Positive,Human review caught an important error.,v1.0
TASK-0191,2026-04-04,Odense,Procurement,Scheduling,Automated,2.0,2,Yes,Completed,3.3,Neutral,The process was faster and staff felt positive.,v1.1
TASK-0192,2026-04-07,Aarhus,Procurement,Scheduling,AI-assisted,18.4,2,Yes,Completed,3.6,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0193,2026-04-10,Copenhagen,Procurement,Status Update,Manual,53.6,2,No,Completed,3.2,Neutral,The task was faster but still needed human review.,v1.0
TASK-0194,2026-04-13,Aalborg,Procurement,Status Update,Automated,30.2,2,Yes,Completed,3.7,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0195,2026-04-16,Odense,Procurement,Status Update,AI-assisted,37.7,3,Yes,Completed,3.6,Neutral,No error was found after review.,v1.2
TASK-0196,2026-04-19,Aarhus,Communications,Status Update,Manual,34.3,4,No,Needs correction,2.3,Concerned,The automated step failed and required manual work.,v1.0
TASK-0197,2026-04-22,Copenhagen,Communications,Email Triage,Automated,24.0,1,Yes,Completed,3.6,Neutral,The result was clear and useful.,v1.1
TASK-0198,2026-04-25,Aalborg,Communications,Email Triage,AI-assisted,18.6,0,Yes,Completed,4.3,Positive,Human review caught an important error.,v1.2
TASK-0199,2026-04-01,Odense,Communications,Email Triage,Automated,13.6,4,Yes,Needs correction,2.0,Concerned,The process was faster and staff felt positive.,v1.0
TASK-0200,2026-04-04,Aarhus,Communications,Email Triage,AI-assisted,21.8,0,Yes,Completed,4.4,Positive,The tool was not suitable for this exception.,v1.1
TASK-0201,2026-05-07,Copenhagen,Finance,Data Entry,Manual,59.3,3,No,Completed,2.4,Concerned,The task was faster but still needed human review.,v1.2
TASK-0202,2026-05-10,Aalborg,Finance,Data Entry,Automated,10.8,1,Yes,Completed,3.6,Neutral,Staff did not trust the first suggestion.,v1.0
TASK-0203,2026-05-13,Odense,Finance,Data Entry,AI-assisted,22.8,2,Yes,Completed,4.3,Positive,No error was found after review.,v1.1
TASK-0204,2026-05-16,Aarhus,Finance,Data Entry,Manual,41.5,3,No,Completed,2.5,Concerned,The automated step failed and required manual work.,v1.2
TASK-0205,2026-05-19,Copenhagen,Finance,Document Check,Automated,16.8,2,No,Completed,3.5,Neutral,The result was clear and useful.,v1.0
TASK-0206,2026-05-22,Aalborg,Citizen Services,Document Check,AI-assisted,31.1,0,Yes,Completed,4.6,Positive,Human review caught an important error.,v1.1
TASK-0207,2026-05-25,Odense,Citizen Services,Document Check,Manual,35.3,0,No,Completed,4.4,Positive,The process was faster and staff felt positive.,v1.2
TASK-0208,2026-05-01,Aarhus,Citizen Services,Document Check,AI-assisted,11.9,3,Yes,Completed,3.2,Neutral,The tool was not suitable for this exception.,v1.0
TASK-0209,2026-05-04,Copenhagen,Citizen Services,Scheduling,Manual,38.5,1,No,Completed,3.6,Neutral,The task was faster but still needed human review.,v1.1
TASK-0210,2026-05-07,Aalborg,Citizen Services,Scheduling,Automated,23.8,2,Yes,Completed,3.2,Neutral,Staff did not trust the first suggestion.,v1.2
TASK-0211,2026-05-10,Odense,HR,Scheduling,AI-assisted,27.7,3,No,Completed,3.6,Neutral,No error was found after review.,v1.0
TASK-0212,2026-05-13,Aarhus,HR,Scheduling,Manual,42.1,0,No,Completed,4.1,Positive,The automated step failed and required manual work.,v1.1
TASK-0213,2026-05-16,Copenhagen,HR,Status Update,Automated,9.9,4,Yes,Needs correction,2.2,Concerned,The result was clear and useful.,v1.2
TASK-0214,2026-05-19,Aalborg,HR,Status Update,AI-assisted,20.3,3,Yes,Completed,2.7,Concerned,Human review caught an important error.,v1.0
TASK-0215,2026-05-22,Odense,HR,Status Update,Manual,57.7,3,No,Completed,2.3,Concerned,The process was faster and staff felt positive.,v1.1
TASK-0216,2026-05-25,Aarhus,Procurement,Status Update,Automated,24.6,4,No,Needs correction,2.2,Concerned,The tool was not suitable for this exception.,v1.2
TASK-0217,2026-05-01,Copenhagen,Procurement,Email Triage,Manual,46.8,5,No,Needs correction,1.3,Concerned,The task was faster but still needed human review.,v1.0
TASK-0218,2026-05-04,Aalborg,Procurement,Email Triage,Automated,11.8,2,Yes,Completed,3.6,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0219,2026-05-07,Odense,Procurement,Email Triage,AI-assisted,29.1,0,Yes,Completed,4.2,Positive,No error was found after review.,v1.2
TASK-0220,2026-05-10,Aarhus,Procurement,Email Triage,Manual,62.2,0,No,Completed,4.5,Positive,The automated step failed and required manual work.,v1.0
TASK-0221,2026-06-13,Copenhagen,Communications,Data Entry,Automated,17.0,0,Yes,Completed,4.9,Positive,The result was clear and useful.,v1.1
TASK-0222,2026-06-16,Aalborg,Communications,Data Entry,AI-assisted,31.7,3,No,Completed,3.3,Neutral,Human review caught an important error.,v1.2
TASK-0223,2026-06-19,Odense,Communications,Data Entry,Manual,50.7,2,No,Completed,3.7,Neutral,The process was faster and staff felt positive.,v1.0
TASK-0224,2026-06-22,Aarhus,Communications,Data Entry,Automated,38.2,3,No,Completed,3.4,Neutral,The tool was not suitable for this exception.,v1.1
TASK-0225,2026-06-25,Copenhagen,Communications,Document Check,AI-assisted,37.9,0,Yes,Completed,4.1,Positive,The task was faster but still needed human review.,v1.2
TASK-0226,2026-06-01,Aalborg,Finance,Document Check,Automated,11.5,3,Yes,Completed,3.1,Neutral,Staff did not trust the first suggestion.,v1.0
TASK-0227,2026-06-04,Odense,Finance,Document Check,AI-assisted,51.1,2,Yes,Completed,3.7,Neutral,No error was found after review.,v1.1
TASK-0228,2026-06-07,Aarhus,Finance,Document Check,Manual,63.5,4,No,Needs correction,1.9,Concerned,The automated step failed and required manual work.,v1.2
TASK-0229,2026-06-10,Copenhagen,Finance,Scheduling,Automated,18.4,4,Yes,Needs correction,2.8,Concerned,The result was clear and useful.,v1.0
TASK-0230,2026-06-13,Aalborg,Finance,Scheduling,AI-assisted,18.0,6,No,Needs correction,2.4,Concerned,Human review caught an important error.,v1.1
TASK-0231,2026-06-16,Odense,Citizen Services,Scheduling,Manual,47.7,5,No,Needs correction,1.8,Concerned,The process was faster and staff felt positive.,v1.2
TASK-0232,2026-06-19,Aarhus,Citizen Services,Scheduling,Automated,29.2,2,Yes,Completed,3.5,Neutral,The tool was not suitable for this exception.,v1.0
TASK-0233,2026-06-22,Copenhagen,Citizen Services,Status Update,AI-assisted,14.8,4,Yes,Needs correction,2.2,Concerned,The task was faster but still needed human review.,v1.1
TASK-0234,2026-06-25,Aalborg,Citizen Services,Status Update,Manual,41.8,4,No,Needs correction,1.7,Concerned,Staff did not trust the first suggestion.,v1.2
TASK-0235,2026-06-01,Odense,Citizen Services,Status Update,AI-assisted,44.5,4,Yes,Needs correction,2.1,Concerned,No error was found after review.,v1.0
TASK-0236,2026-06-04,Aarhus,HR,Status Update,Manual,39.5,2,No,Completed,2.5,Concerned,The automated step failed and required manual work.,v1.1
TASK-0237,2026-06-07,Copenhagen,HR,Email Triage,Automated,8.6,2,No,Completed,3.5,Neutral,The result was clear and useful.,v1.2
TASK-0238,2026-06-10,Aalborg,HR,Email Triage,AI-assisted,25.8,1,Yes,Completed,2.8,Concerned,Human review caught an important error.,v1.0
TASK-0239,2026-06-13,Odense,HR,Email Triage,Manual,42.7,3,No,Completed,2.5,Concerned,The process was faster and staff felt positive.,v1.1
TASK-0240,2026-06-16,Aarhus,HR,Email Triage,Automated,8.9,2,No,Completed,3.0,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0241,2026-01-19,Copenhagen,Procurement,Data Entry,AI-assisted,24.0,4,No,Needs correction,2.6,Concerned,The task was faster but still needed human review.,v1.0
TASK-0242,2026-01-22,Aalborg,Procurement,Data Entry,Manual,32.2,1,No,Completed,4.2,Positive,Staff did not trust the first suggestion.,v1.1
TASK-0243,2026-01-25,Odense,Procurement,Data Entry,Automated,7.2,4,No,Needs correction,2.0,Concerned,No error was found after review.,v1.2
TASK-0244,2026-01-01,Aarhus,Procurement,Data Entry,Manual,43.4,4,No,Needs correction,2.4,Concerned,The automated step failed and required manual work.,v1.0
TASK-0245,2026-01-04,Copenhagen,Procurement,Document Check,Automated,26.1,2,Yes,Completed,3.8,Neutral,The result was clear and useful.,v1.1
TASK-0246,2026-01-07,Aalborg,Communications,Document Check,AI-assisted,33.9,1,Yes,Completed,3.9,Neutral,Human review caught an important error.,v1.2
TASK-0247,2026-01-10,Odense,Communications,Document Check,Manual,44.8,3,No,Completed,3.0,Neutral,The process was faster and staff felt positive.,v1.0
TASK-0248,2026-01-13,Aarhus,Communications,Document Check,Automated,5.6,4,Yes,Needs correction,1.8,Concerned,The tool was not suitable for this exception.,v1.1
TASK-0249,2026-01-16,Copenhagen,Communications,Scheduling,AI-assisted,14.0,3,Yes,Completed,3.0,Neutral,The task was faster but still needed human review.,v1.2
TASK-0250,2026-01-19,Aalborg,Communications,Scheduling,Manual,43.0,0,No,Completed,4.1,Positive,Staff did not trust the first suggestion.,v1.0
TASK-0251,2026-01-22,Odense,Finance,Scheduling,Automated,11.7,3,Yes,Completed,3.8,Neutral,No error was found after review.,v1.1
TASK-0252,2026-01-25,Aarhus,Finance,Scheduling,AI-assisted,20.9,3,Yes,Completed,2.9,Concerned,The automated step failed and required manual work.,v1.2
TASK-0253,2026-01-01,Copenhagen,Finance,Status Update,Automated,25.0,3,Yes,Completed,3.4,Neutral,The result was clear and useful.,v1.0
TASK-0254,2026-01-04,Aalborg,Finance,Status Update,AI-assisted,43.0,3,Yes,Completed,2.3,Concerned,Human review caught an important error.,v1.1
TASK-0255,2026-01-07,Odense,Finance,Status Update,Manual,47.5,2,No,Completed,3.4,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0256,2026-01-10,Aarhus,Citizen Services,Status Update,Automated,19.1,4,No,Needs correction,2.3,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0257,2026-01-13,Copenhagen,Citizen Services,Email Triage,AI-assisted,32.4,1,No,Completed,3.3,Neutral,The task was faster but still needed human review.,v1.1
TASK-0258,2026-01-16,Aalborg,Citizen Services,Email Triage,Manual,60.2,2,No,Completed,3.4,Neutral,Staff did not trust the first suggestion.,v1.2
TASK-0259,2026-01-19,Odense,Citizen Services,Email Triage,Automated,28.2,2,Yes,Completed,3.5,Neutral,No error was found after review.,v1.0
TASK-0260,2026-01-22,Aarhus,Citizen Services,Email Triage,AI-assisted,18.6,1,Yes,Completed,4.2,Positive,The automated step failed and required manual work.,v1.1
TASK-0261,2026-02-25,Copenhagen,HR,Data Entry,Manual,59.5,0,No,Completed,4.0,Positive,The result was clear and useful.,v1.2
TASK-0262,2026-02-01,Aalborg,HR,Data Entry,AI-assisted,34.7,2,No,Completed,3.8,Neutral,Human review caught an important error.,v1.0
TASK-0263,2026-02-04,Odense,HR,Data Entry,Manual,57.8,5,No,Needs correction,1.6,Concerned,The process was faster and staff felt positive.,v1.1
TASK-0264,2026-02-07,Aarhus,HR,Data Entry,Automated,30.1,3,Yes,Completed,3.1,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0265,2026-02-10,Copenhagen,HR,Document Check,AI-assisted,40.2,2,Yes,Completed,2.6,Concerned,The task was faster but still needed human review.,v1.0
TASK-0266,2026-02-13,Aalborg,Procurement,Document Check,Manual,58.1,1,No,Completed,3.9,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0267,2026-02-16,Odense,Procurement,Document Check,Automated,6.8,4,Yes,Needs correction,2.4,Concerned,No error was found after review.,v1.2
TASK-0268,2026-02-19,Aarhus,Procurement,Document Check,AI-assisted,32.2,2,Yes,Completed,3.5,Neutral,The automated step failed and required manual work.,v1.0
TASK-0269,2026-02-22,Copenhagen,Procurement,Scheduling,Manual,43.4,1,No,Completed,3.7,Neutral,The result was clear and useful.,v1.1
TASK-0270,2026-02-25,Aalborg,Procurement,Scheduling,Automated,22.2,3,Yes,Completed,2.8,Concerned,Human review caught an important error.,v1.2
TASK-0271,2026-02-01,Odense,Communications,Scheduling,Manual,37.5,2,No,Completed,3.7,Neutral,The process was faster and staff felt positive.,v1.0
TASK-0272,2026-02-04,Aarhus,Communications,Scheduling,Automated,2.0,4,No,Needs correction,2.9,Concerned,The tool was not suitable for this exception.,v1.1
TASK-0273,2026-02-07,Copenhagen,Communications,Status Update,AI-assisted,44.9,3,Yes,Completed,2.5,Concerned,The task was faster but still needed human review.,v1.2
TASK-0274,2026-02-10,Aalborg,Communications,Status Update,Manual,24.9,3,No,Completed,2.9,Concerned,Staff did not trust the first suggestion.,v1.0
TASK-0275,2026-02-13,Odense,Communications,Status Update,Automated,12.6,2,No,Completed,3.2,Neutral,No error was found after review.,v1.1
TASK-0276,2026-02-16,Aarhus,Finance,Status Update,AI-assisted,32.5,3,Yes,Completed,3.2,Neutral,The automated step failed and required manual work.,v1.2
TASK-0277,2026-02-19,Copenhagen,Finance,Email Triage,Manual,54.4,1,No,Completed,4.2,Positive,The result was clear and useful.,v1.0
TASK-0278,2026-02-22,Aalborg,Finance,Email Triage,Automated,8.0,5,Yes,Needs correction,1.6,Concerned,Human review caught an important error.,v1.1
TASK-0279,2026-02-25,Odense,Finance,Email Triage,AI-assisted,33.6,4,Yes,Needs correction,2.9,Concerned,The process was faster and staff felt positive.,v1.2
TASK-0280,2026-02-01,Aarhus,Finance,Email Triage,Automated,22.4,2,No,Completed,2.9,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0281,2026-03-04,Copenhagen,Citizen Services,Data Entry,AI-assisted,36.5,0,Yes,Completed,4.2,Positive,The task was faster but still needed human review.,v1.1
TASK-0282,2026-03-07,Aalborg,Citizen Services,Data Entry,Manual,50.6,1,No,Completed,3.9,Neutral,Staff did not trust the first suggestion.,v1.2
TASK-0283,2026-03-10,Odense,Citizen Services,Data Entry,Automated,25.0,2,No,Completed,3.4,Neutral,No error was found after review.,v1.0
TASK-0284,2026-03-13,Aarhus,Citizen Services,Data Entry,AI-assisted,15.1,4,Yes,Needs correction,2.9,Concerned,The automated step failed and required manual work.,v1.1
TASK-0285,2026-03-16,Copenhagen,Citizen Services,Document Check,Manual,29.9,1,No,Completed,3.2,Neutral,The result was clear and useful.,v1.2
TASK-0286,2026-03-19,Aalborg,HR,Document Check,Automated,6.6,2,Yes,Completed,3.6,Neutral,Human review caught an important error.,v1.0
TASK-0287,2026-03-22,Odense,HR,Document Check,AI-assisted,16.4,3,No,Completed,3.1,Neutral,The process was faster and staff felt positive.,v1.1
TASK-0288,2026-03-25,Aarhus,HR,Document Check,Manual,42.4,5,No,Needs correction,2.7,Concerned,The tool was not suitable for this exception.,v1.2
TASK-0289,2026-03-01,Copenhagen,HR,Scheduling,AI-assisted,19.8,1,Yes,Completed,3.5,Neutral,The task was faster but still needed human review.,v1.0
TASK-0290,2026-03-04,Aalborg,HR,Scheduling,Manual,44.8,0,No,Completed,4.3,Positive,Staff did not trust the first suggestion.,v1.1
TASK-0291,2026-03-07,Odense,Procurement,Scheduling,Automated,29.3,0,Yes,Completed,3.8,Neutral,No error was found after review.,v1.2
TASK-0292,2026-03-10,Aarhus,Procurement,Scheduling,AI-assisted,42.4,1,Yes,Completed,3.8,Neutral,The automated step failed and required manual work.,v1.0
TASK-0293,2026-03-13,Copenhagen,Procurement,Status Update,Manual,55.4,1,No,Completed,3.9,Neutral,The result was clear and useful.,v1.1
TASK-0294,2026-03-16,Aalborg,Procurement,Status Update,Automated,33.1,2,Yes,Completed,3.0,Neutral,Human review caught an important error.,v1.2
TASK-0295,2026-03-19,Odense,Procurement,Status Update,AI-assisted,21.0,1,Yes,Completed,3.4,Neutral,The process was faster and staff felt positive.,v1.0
TASK-0296,2026-03-22,Aarhus,Communications,Status Update,Manual,47.8,1,No,Completed,4.8,Positive,The tool was not suitable for this exception.,v1.1
TASK-0297,2026-03-25,Copenhagen,Communications,Email Triage,Automated,33.5,2,Yes,Completed,3.3,Neutral,The task was faster but still needed human review.,v1.2
TASK-0298,2026-03-01,Aalborg,Communications,Email Triage,Manual,52.6,4,No,Needs correction,2.3,Concerned,Staff did not trust the first suggestion.,v1.0
TASK-0299,2026-03-04,Odense,Communications,Email Triage,Automated,25.2,1,Yes,Completed,3.5,Neutral,No error was found after review.,v1.1
TASK-0300,2026-03-07,Aarhus,Communications,Email Triage,AI-assisted,9.3,3,No,Completed,3.9,Neutral,The automated step failed and required manual work.,v1.2
TASK-0301,2026-04-10,Copenhagen,Finance,Data Entry,Manual,55.3,0,No,Completed,3.9,Neutral,The result was clear and useful.,v1.0
TASK-0302,2026-04-13,Aalborg,Finance,Data Entry,Automated,25.4,1,Yes,Completed,3.3,Neutral,Human review caught an important error.,v1.1
TASK-0303,2026-04-16,Odense,Finance,Data Entry,AI-assisted,29.1,3,Yes,Completed,3.3,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0304,2026-04-19,Aarhus,Finance,Data Entry,Manual,44.8,4,No,Needs correction,2.2,Concerned,The tool was not suitable for this exception.,v1.0
TASK-0305,2026-04-22,Copenhagen,Finance,Document Check,Automated,2.0,3,Yes,Completed,3.1,Neutral,The task was faster but still needed human review.,v1.1
TASK-0306,2026-04-25,Aalborg,Citizen Services,Document Check,AI-assisted,17.0,0,Yes,Completed,4.4,Positive,Staff did not trust the first suggestion.,v1.2
TASK-0307,2026-04-01,Odense,Citizen Services,Document Check,Automated,17.1,0,No,Completed,4.7,Positive,No error was found after review.,v1.0
TASK-0308,2026-04-04,Aarhus,Citizen Services,Document Check,AI-assisted,10.1,2,Yes,Completed,3.2,Neutral,The automated step failed and required manual work.,v1.1
TASK-0309,2026-04-07,Copenhagen,Citizen Services,Scheduling,Manual,58.7,3,No,Completed,2.8,Concerned,The result was clear and useful.,v1.2
TASK-0310,2026-04-10,Aalborg,Citizen Services,Scheduling,Automated,15.0,4,Yes,Needs correction,2.5,Concerned,Human review caught an important error.,v1.0
TASK-0311,2026-04-13,Odense,HR,Scheduling,AI-assisted,37.1,0,Yes,Completed,4.8,Positive,The process was faster and staff felt positive.,v1.1
TASK-0312,2026-04-16,Aarhus,HR,Scheduling,Manual,33.4,2,No,Completed,3.2,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0313,2026-04-19,Copenhagen,HR,Status Update,Automated,13.4,4,Yes,Needs correction,2.3,Concerned,The task was faster but still needed human review.,v1.0
TASK-0314,2026-04-22,Aalborg,HR,Status Update,AI-assisted,15.4,0,Yes,Completed,4.1,Positive,,v1.1
TASK-0315,2026-04-25,Odense,HR,Status Update,Manual,43.5,3,No,Completed,3.0,Neutral,No error was found after review.,v1.2
TASK-0316,2026-04-01,Aarhus,Procurement,Status Update,AI-assisted,42.8,1,Yes,Completed,3.7,Neutral,The automated step failed and required manual work.,v1.0
TASK-0317,2026-04-04,Copenhagen,Procurement,Email Triage,Manual,60.1,2,No,Completed,3.6,Neutral,The result was clear and useful.,v1.1
TASK-0318,2026-04-07,Aalborg,Procurement,Email Triage,Automated,17.1,4,Yes,Needs correction,2.2,Concerned,Human review caught an important error.,v1.2
TASK-0319,2026-04-10,Odense,Procurement,Email Triage,AI-assisted,50.1,4,No,Needs correction,2.5,Concerned,The process was faster and staff felt positive.,v1.0
TASK-0320,2026-04-13,Aarhus,Procurement,Email Triage,Manual,49.4,0,No,Completed,4.2,Positive,The tool was not suitable for this exception.,v1.1
TASK-0321,2026-05-16,Copenhagen,Communications,Data Entry,Automated,18.4,2,Yes,Completed,3.4,Neutral,The task was faster but still needed human review.,v1.2
TASK-0322,2026-05-19,Aalborg,Communications,Data Entry,AI-assisted,30.1,2,Yes,Completed,2.8,Concerned,Staff did not trust the first suggestion.,v1.0
TASK-0323,2026-05-22,Odense,Communications,Data Entry,Manual,50.8,2,No,Completed,2.7,Concerned,No error was found after review.,v1.1
TASK-0324,2026-05-25,Aarhus,Communications,Data Entry,Automated,17.0,4,No,Needs correction,2.4,Concerned,The automated step failed and required manual work.,v1.2
TASK-0325,2026-05-01,Copenhagen,Communications,Document Check,Manual,60.6,0,No,Completed,4.3,Positive,The result was clear and useful.,v1.0
TASK-0326,2026-05-04,Aalborg,Finance,Document Check,Automated,12.3,4,Yes,Needs correction,2.6,Concerned,Human review caught an important error.,v1.1
TASK-0327,2026-05-07,Odense,Finance,Document Check,AI-assisted,20.5,0,Yes,Completed,3.8,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0328,2026-05-10,Aarhus,Finance,Document Check,Manual,40.8,1,No,Completed,3.5,Neutral,The tool was not suitable for this exception.,v1.0
TASK-0329,2026-05-13,Copenhagen,Finance,Scheduling,Automated,19.8,0,Yes,Completed,4.6,Positive,The task was faster but still needed human review.,v1.1
TASK-0330,2026-05-16,Aalborg,Finance,Scheduling,AI-assisted,32.5,2,Yes,Completed,3.0,Neutral,Staff did not trust the first suggestion.,v1.2
TASK-0331,2026-05-19,Odense,Citizen Services,Scheduling,Manual,73.5,1,No,Completed,4.0,Positive,No error was found after review.,v1.0
TASK-0332,2026-05-22,Aarhus,Citizen Services,Scheduling,Automated,18.6,4,Yes,Needs correction,2.1,Concerned,The automated step failed and required manual work.,v1.1
TASK-0333,2026-05-25,Copenhagen,Citizen Services,Status Update,AI-assisted,15.1,1,Yes,Completed,3.7,Neutral,The result was clear and useful.,v1.2
TASK-0334,2026-05-01,Aalborg,Citizen Services,Status Update,Automated,15.3,3,Yes,Completed,3.2,Neutral,Human review caught an important error.,v1.0
TASK-0335,2026-05-04,Odense,Citizen Services,Status Update,AI-assisted,11.0,4,Yes,Needs correction,3.0,Neutral,The process was faster and staff felt positive.,v1.1
TASK-0336,2026-05-07,Aarhus,HR,Status Update,Manual,40.0,0,No,Completed,4.4,Positive,The tool was not suitable for this exception.,v1.2
TASK-0337,2026-05-10,Copenhagen,HR,Email Triage,Automated,5.8,1,Yes,Completed,3.9,Neutral,The task was faster but still needed human review.,v1.0
TASK-0338,2026-05-13,Aalborg,HR,Email Triage,AI-assisted,6.6,3,No,Completed,2.5,Concerned,Staff did not trust the first suggestion.,v1.1
TASK-0339,2026-05-16,Odense,HR,Email Triage,Manual,48.0,1,No,Completed,4.4,Positive,No error was found after review.,v1.2
TASK-0340,2026-05-19,Aarhus,HR,Email Triage,Automated,15.0,5,No,Needs correction,2.0,Concerned,The automated step failed and required manual work.,v1.0
TASK-0341,2026-06-22,Copenhagen,Procurement,Data Entry,AI-assisted,35.1,1,No,Completed,4.2,Positive,The result was clear and useful.,v1.1
TASK-0342,2026-06-25,Aalborg,Procurement,Data Entry,Manual,62.3,2,No,Completed,2.5,Concerned,Human review caught an important error.,v1.2
TASK-0343,2026-06-01,Odense,Procurement,Data Entry,AI-assisted,30.6,2,Yes,Completed,3.1,Neutral,The process was faster and staff felt positive.,v1.0
TASK-0344,2026-06-04,Aarhus,Procurement,Data Entry,Manual,30.2,2,No,Completed,3.7,Neutral,The tool was not suitable for this exception.,v1.1
TASK-0345,2026-06-07,Copenhagen,Procurement,Document Check,Automated,13.8,3,Yes,Completed,2.8,Concerned,The task was faster but still needed human review.,v1.2
TASK-0346,2026-06-10,Aalborg,Communications,Document Check,AI-assisted,20.7,2,No,Completed,3.0,Neutral,Staff did not trust the first suggestion.,v1.0
TASK-0347,2026-06-13,Odense,Communications,Document Check,Manual,44.4,3,No,Completed,2.3,Concerned,No error was found after review.,v1.1
TASK-0348,2026-06-16,Aarhus,Communications,Document Check,Automated,37.7,0,No,Completed,4.4,Positive,The automated step failed and required manual work.,v1.2
TASK-0349,2026-06-19,Copenhagen,Communications,Scheduling,AI-assisted,23.6,1,Yes,Completed,4.1,Positive,The result was clear and useful.,v1.0
TASK-0350,2026-06-22,Aalborg,Communications,Scheduling,Manual,53.1,0,No,Completed,4.8,Positive,Human review caught an important error.,v1.1
TASK-0351,2026-06-25,Odense,Finance,Scheduling,Automated,20.4,2,Yes,Completed,3.9,Neutral,The process was faster and staff felt positive.,v1.2
TASK-0352,2026-06-01,Aarhus,Finance,Scheduling,Manual,34.8,1,No,Completed,4.0,Positive,The tool was not suitable for this exception.,v1.0
TASK-0353,2026-06-04,Copenhagen,Finance,Status Update,Automated,9.1,3,Yes,Completed,2.3,Concerned,The task was faster but still needed human review.,v1.1
TASK-0354,2026-06-07,Aalborg,Finance,Status Update,AI-assisted,15.2,2,Yes,Completed,3.4,Neutral,Staff did not trust the first suggestion.,v1.2
TASK-0355,2026-06-10,Odense,Finance,Status Update,Manual,55.8,2,No,Completed,2.4,Concerned,No error was found after review.,v1.0
TASK-0356,2026-06-13,Aarhus,Citizen Services,Status Update,Automated,24.7,3,Yes,Completed,3.2,Neutral,The automated step failed and required manual work.,v1.1
TASK-0357,2026-06-16,Copenhagen,Citizen Services,Email Triage,AI-assisted,25.0,1,No,Completed,4.2,Positive,The result was clear and useful.,v1.2
TASK-0358,2026-06-19,Aalborg,Citizen Services,Email Triage,Manual,52.8,2,No,Completed,3.5,Neutral,Human review caught an important error.,v1.0
TASK-0359,2026-06-22,Odense,Citizen Services,Email Triage,Automated,29.4,2,No,Completed,3.0,Neutral,The process was faster and staff felt positive.,v1.1
TASK-0360,2026-06-25,Aarhus,Citizen Services,Email Triage,AI-assisted,11.0,2,Yes,Completed,3.0,Neutral,The tool was not suitable for this exception.,v1.2
TASK-0361,2026-01-01,Copenhagen,HR,Data Entry,Automated,38.1,2,Yes,Completed,3.3,Neutral,The task was faster but still needed human review.,v1.0
TASK-0362,2026-01-04,Aalborg,HR,Data Entry,AI-assisted,5.1,2,Yes,Completed,3.5,Neutral,Staff did not trust the first suggestion.,v1.1
TASK-0363,2026-01-07,Odense,HR,Data Entry,Manual,77.2,1,No,Completed,3.6,Neutral,No error was found after review.,v1.2
TASK-0364,2026-01-10,Aarhus,HR,Data Entry,Automated,13.3,1,Yes,Completed,4.1,Positive,The automated step failed and required manual work.,v1.0
TASK-0365,2026-01-13,Copenhagen,HR,Document Check,AI-assisted,22.4,2,Yes,Completed,3.8,Neutral,The result was clear and useful.,v1.1
TASK-0366,2026-01-16,Aalborg,Procurement,Document Check,Manual,57.3,1,No,Completed,3.2,Neutral,Human review caught an important error.,v1.2
TASK-0367,2026-01-19,Odense,Procurement,Document Check,Automated,12.1,3,No,Completed,2.9,Concerned,The process was faster and staff felt positive.,v1.0
TASK-0368,2026-01-22,Aarhus,Procurement,Document Check,AI-assisted,47.1,2,Yes,Completed,3.6,Neutral,The tool was not suitable for this exception.,v1.1
TASK-0369,2026-01-25,Copenhagen,Procurement,Scheduling,Manual,54.5,1,No,Completed,4.1,Positive,The task was faster but still needed human review.,v1.2
TASK-0370,2026-01-01,Aalborg,Procurement,Scheduling,AI-assisted,33.4,2,No,Completed,3.7,Neutral,Staff did not trust the first suggestion.,v1.0
TASK-0371,2026-01-04,Odense,Communications,Scheduling,Manual,52.4,3,No,Completed,3.2,Neutral,No error was found after review.,v1.1
TASK-0372,2026-01-07,Aarhus,Communications,Scheduling,Automated,26.8,2,Yes,Completed,3.2,Neutral,The automated step failed and required manual work.,v1.2
TASK-0373,2026-01-10,Copenhagen,Communications,Status Update,AI-assisted,24.8,2,Yes,Completed,3.2,Neutral,The result was clear and useful.,v1.0
TASK-0374,2026-01-13,Aalborg,Communications,Status Update,Manual,45.1,2,No,Completed,3.8,Neutral,Human review caught an important error.,v1.1
