session_id,session_date,city,centre,support_topic,age_band,access_mode,wait_minutes,session_minutes,resolved,follow_up_needed,satisfaction_score,staff_role,resolved_clean,follow_up_needed_clean,session_date_clean,report_month,wait_minutes_clean,session_minutes_clean,satisfaction_score_clean,flag_invalid_wait,flag_invalid_duration,flag_invalid_satisfaction,flag_invalid_date,flag_followup_contradiction,flag_repeated_id,notes_raw,notes_clean
SES-0107,2026-06-18,Odense,Community Lab,Online Benefits,45–59,Centre device,12.2,39.6,Yes,No,4.5,Advisor,Yes,No,2026-06-18,2026-06,12.2,39.6,4.5,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0108,2026-06-23,Aarhus,Community Lab,Online Benefits,60+,Phone support,6.7,51.7,No,Yes,3.6,Librarian,No,Yes,2026-06-23,2026-06,6.7,51.7,3.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0109,2026-01-01,Copenhagen,Mobile Desk,Online Benefits,18–29,Own device,6.2,15.4,No,Yes,5.0,Volunteer,No,Yes,2026-01-01,2026-01,6.2,15.4,5.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0110,2026-01-06,Aalborg,Mobile Desk,Online Benefits,30–44,Centre device,7.4,24.6,Yes,No,4.2,Advisor,Yes,No,2026-01-06,2026-01,7.4,24.6,4.2,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0111,2026-01-11,Odense,Mobile Desk,Job Portal,45–59,Own device,13.6,51.1,Yes,No,3.4,Librarian,Yes,No,2026-01-11,2026-01,13.6,51.1,3.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0112,2026-01-16,Aarhus,Mobile Desk,Job Portal,60+,Centre device,23.6,26.2,No,Yes,3.7,Volunteer,No,Yes,2026-01-16,2026-01,23.6,26.2,3.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0113,2026-01-21,Copenhagen,Library Hub,Job Portal,18–29,Phone support,5.2,49.7,No,Yes,4.1,Advisor,No,Yes,2026-01-21,2026-01,5.2,49.7,4.1,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0114,2026-01-26,Aalborg,Library Hub,Job Portal,30–44,Own device,5.6,50.2,Yes,No,3.9,Librarian,Yes,No,2026-01-26,2026-01,5.6,50.2,3.9,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0115,2026-01-04,Odense,Library Hub,Job Portal,45–59,Centre device,7.9,24.2,Yes,No,4.3,Volunteer,Yes,No,2026-01-04,2026-01,7.9,24.2,4.3,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0116,2026-01-09,Aarhus,Library Hub,Health Booking,60+,Phone support,19.8,26.9,Yes,No,3.0,Advisor,Yes,No,2026-01-09,2026-01,19.8,26.9,3.0,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0117,2026-01-14,Copenhagen,Citizen Centre,Health Booking,18–29,Own device,6.8,31.3,Yes,No,4.2,Librarian,Yes,No,2026-01-14,2026-01,6.8,31.3,4.2,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0118,2026-01-19,Aalborg,Citizen Centre,Health Booking,30–44,Centre device,26.2,24.4,Yes,No,4.2,Volunteer,Yes,No,2026-01-19,2026-01,26.2,24.4,4.2,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0119,2026-01-24,Odense,Citizen Centre,Health Booking,45–59,Phone support,11.3,59.9,Yes,No,4.9,Advisor,Yes,No,2026-01-24,2026-01,11.3,59.9,4.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0120,2026-01-02,Aarhus,Citizen Centre,Health Booking,60+,Own device,21.1,26.4,Yes,No,3.2,Librarian,Yes,No,2026-01-02,2026-01,21.1,26.4,3.2,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0121,2026-01-07,Copenhagen,Community Lab,Email & Documents,18–29,Centre device,14.0,74.5,Yes,No,4.4,Volunteer,Yes,No,2026-01-07,2026-01,14.0,74.5,4.4,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0122,2026-01-12,Aalborg,Community Lab,Email & Documents,30–44,Own device,18.4,26.0,Yes,No,3.3,Advisor,Yes,No,2026-01-12,2026-01,18.4,26.0,3.3,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0123,2026-01-17,Odense,Community Lab,Email & Documents,45–59,Centre device,17.6,45.3,Yes,No,5.0,Librarian,Yes,No,2026-01-17,2026-01,17.6,45.3,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0124,2026-01-22,Aarhus,Community Lab,Email & Documents,60+,Phone support,9.0,43.2,Yes,No,4.8,Volunteer,Yes,No,2026-01-22,2026-01,9.0,43.2,4.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0125,2026-01-27,Copenhagen,Mobile Desk,Email & Documents,18–29,Own device,7.3,61.1,No,Yes,3.9,Advisor,No,Yes,2026-01-27,2026-01,7.3,61.1,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0126,2026-01-05,Aalborg,Mobile Desk,Digital ID,30–44,Centre device,27.3,61.3,No,Yes,3.8,Librarian,No,Yes,2026-01-05,2026-01,27.3,61.3,3.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0127,2026-02-10,Odense,Mobile Desk,Digital ID,45–59,Phone support,8.0,22.3,Yes,No,4.9,Volunteer,Yes,No,2026-02-10,2026-02,8.0,22.3,4.9,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0128,2026-02-15,Aarhus,Mobile Desk,Digital ID,60+,Own device,10.7,50.9,Yes,No,3.1,Advisor,Yes,No,2026-02-15,2026-02,10.7,50.9,3.1,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0129,2026-02-20,Copenhagen,Library Hub,Digital ID,18–29,Centre device,21.0,22.5,Yes,No,3.4,Librarian,Yes,No,2026-02-20,2026-02,21.0,22.5,3.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0130,2026-02-25,Aalborg,Library Hub,Digital ID,30–44,Phone support,19.5,47.9,Yes,No,4.8,Volunteer,Yes,No,2026-02-25,2026-02,19.5,47.9,4.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0131,2026-02-03,Odense,Library Hub,Online Benefits,45–59,Own device,2.2,50.1,Yes,No,4.3,Advisor,Yes,No,2026-02-03,2026-02,2.2,50.1,4.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0132,2026-02-08,Aarhus,Library Hub,Online Benefits,60+,Centre device,8.8,17.8,No,Yes,3.6,Librarian,No,Yes,2026-02-08,2026-02,8.8,17.8,3.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0133,2026-02-13,Copenhagen,Citizen Centre,Online Benefits,18–29,Own device,2.7,34.5,Yes,No,4.6,Volunteer,Yes,No,2026-02-13,2026-02,2.7,34.5,4.6,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0134,2026-02-18,Aalborg,Citizen Centre,Online Benefits,30–44,Centre device,20.9,35.7,Yes,No,2.4,Advisor,Yes,No,2026-02-18,2026-02,20.9,35.7,2.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0135,2026-02-23,Odense,Citizen Centre,Online Benefits,45–59,Phone support,8.7,70.4,Yes,No,4.4,Librarian,Yes,No,2026-02-23,2026-02,8.7,70.4,4.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0136,2026-02-01,Aarhus,Citizen Centre,Job Portal,60+,Own device,4.8,50.3,Yes,No,3.6,Volunteer,Yes,No,2026-02-01,2026-02,4.8,50.3,3.6,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0137,2026-02-06,Copenhagen,Community Lab,Job Portal,18–29,Centre device,21.7,29.2,Yes,No,4.2,Advisor,Yes,No,2026-02-06,2026-02,21.7,29.2,4.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0138,2026-02-11,Aalborg,Community Lab,Job Portal,30–44,Phone support,16.5,22.4,No,Yes,4.1,Librarian,No,Yes,2026-02-11,2026-02,16.5,22.4,4.1,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0139,2026-02-16,Odense,Community Lab,Job Portal,45–59,Own device,0.0,27.5,Yes,No,4.6,Volunteer,Yes,No,2026-02-16,2026-02,0.0,27.5,4.6,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0140,2026-02-21,Aarhus,Community Lab,Job Portal,60+,Centre device,18.2,45.0,Yes,No,4.9,Advisor,Yes,No,2026-02-21,2026-02,18.2,45.0,4.9,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0141,2026-02-26,Copenhagen,Mobile Desk,Health Booking,18–29,Phone support,14.4,36.9,Yes,No,3.8,Librarian,Yes,No,2026-02-26,2026-02,14.4,36.9,3.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0142,2026-02-04,Aalborg,Mobile Desk,Health Booking,30–44,Own device,14.6,60.3,No,Yes,4.4,Volunteer,No,Yes,2026-02-04,2026-02,14.6,60.3,4.4,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0143,2026-02-09,Odense,Mobile Desk,Health Booking,45–59,Centre device,10.4,31.6,Yes,No,3.9,Advisor,Yes,No,2026-02-09,2026-02,10.4,31.6,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0144,2026-02-14,Aarhus,Mobile Desk,Health Booking,60+,Own device,27.7,40.0,Yes,No,2.9,Librarian,Yes,No,2026-02-14,2026-02,27.7,40.0,2.9,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0145,2026-03-19,Copenhagen,Library Hub,Health Booking,18–29,Centre device,20.4,81.2,Yes,No,4.2,Volunteer,Yes,No,2026-03-19,2026-03,20.4,81.2,4.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0146,2026-03-24,Aalborg,Library Hub,Email & Documents,30–44,Phone support,16.8,35.2,Yes,No,3.5,Advisor,Yes,No,2026-03-24,2026-03,16.8,35.2,3.5,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0147,2026-03-02,Odense,Library Hub,Email & Documents,45–59,Own device,0.0,30.8,No,Yes,4.8,Librarian,No,Yes,2026-03-02,2026-03,0.0,30.8,4.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0148,2026-03-07,Aarhus,Library Hub,Email & Documents,60+,Centre device,16.1,43.1,Yes,No,4.0,Volunteer,Yes,No,2026-03-07,2026-03,16.1,43.1,4.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0149,2026-03-12,Copenhagen,Citizen Centre,Email & Documents,18–29,Phone support,8.5,51.5,Yes,No,4.1,Advisor,Yes,No,2026-03-12,2026-03,8.5,51.5,4.1,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0150,2026-03-17,Aalborg,Citizen Centre,Email & Documents,30–44,Own device,9.3,52.2,Yes,No,4.3,Librarian,Yes,No,2026-03-17,2026-03,9.3,52.2,4.3,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0151,2026-03-22,Odense,Citizen Centre,Digital ID,45–59,Centre device,22.9,8.0,Yes,No,4.4,Volunteer,Yes,No,2026-03-22,2026-03,22.9,8.0,4.4,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0152,2026-03-27,Aarhus,Citizen Centre,Digital ID,60+,Phone support,9.0,25.7,Yes,No,3.6,Advisor,Yes,No,2026-03-27,2026-03,9.0,25.7,3.6,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0153,2026-03-05,Copenhagen,Community Lab,Digital ID,18–29,Own device,9.6,46.1,Yes,No,4.4,Librarian,Yes,No,2026-03-05,2026-03,9.6,46.1,4.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0154,2026-03-10,Aalborg,Community Lab,Digital ID,30–44,Centre device,12.4,14.0,Yes,No,5.0,Volunteer,Yes,No,2026-03-10,2026-03,12.4,14.0,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0155,2026-03-15,Odense,Community Lab,Digital ID,45–59,Own device,10.6,44.2,No,No,4.2,Advisor,No,No,2026-03-15,2026-03,10.6,44.2,4.2,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0156,2026-03-20,Aarhus,Community Lab,Online Benefits,60+,Centre device,20.4,64.7,No,No,4.2,Librarian,No,No,2026-03-20,2026-03,20.4,64.7,4.2,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0157,2026-03-25,Copenhagen,Mobile Desk,Online Benefits,18–29,Phone support,11.4,12.8,Yes,No,3.7,Volunteer,Yes,No,2026-03-25,2026-03,11.4,12.8,3.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0158,2026-03-03,Aalborg,Mobile Desk,Online Benefits,30–44,Own device,0.0,41.6,No,No,4.7,Advisor,No,No,2026-03-03,2026-03,0.0,41.6,4.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0159,2026-03-08,Odense,Mobile Desk,Online Benefits,45–59,Centre device,30.5,30.6,Yes,No,2.4,Librarian,Yes,No,2026-03-08,2026-03,30.5,30.6,2.4,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0160,2026-03-13,Aarhus,Mobile Desk,Online Benefits,60+,Phone support,4.1,68.9,No,No,4.0,Volunteer,No,No,2026-03-13,2026-03,4.1,68.9,4.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0161,2026-03-18,Copenhagen,Library Hub,Job Portal,18–29,Own device,24.9,50.0,No,Yes,4.1,Advisor,No,Yes,2026-03-18,2026-03,24.9,50.0,4.1,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0162,2026-03-23,Aalborg,Library Hub,Job Portal,30–44,Centre device,12.8,48.5,Yes,No,3.7,Librarian,Yes,No,2026-03-23,2026-03,12.8,48.5,3.7,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0163,2026-04-01,Odense,Library Hub,Job Portal,45–59,Phone support,18.9,43.1,Yes,No,4.6,Volunteer,Yes,No,2026-04-01,2026-04,18.9,43.1,4.6,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0164,2026-04-06,Aarhus,Library Hub,Job Portal,60+,Own device,5.3,72.0,Yes,No,4.8,Advisor,Yes,No,2026-04-06,2026-04,5.3,72.0,4.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0165,2026-04-11,Copenhagen,Citizen Centre,Job Portal,18–29,Centre device,1.2,64.0,Yes,No,4.7,Librarian,Yes,No,2026-04-11,2026-04,1.2,64.0,4.7,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0166,2026-04-16,Aalborg,Citizen Centre,Health Booking,30–44,Own device,18.3,29.9,Yes,No,3.7,Volunteer,Yes,No,2026-04-16,2026-04,18.3,29.9,3.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0167,2026-04-21,Odense,Citizen Centre,Health Booking,45–59,Centre device,10.9,52.2,Yes,No,4.3,Advisor,Yes,No,2026-04-21,2026-04,10.9,52.2,4.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0168,2026-04-26,Aarhus,Citizen Centre,Health Booking,60+,Phone support,5.6,50.1,Yes,No,4.9,Librarian,Yes,No,2026-04-26,2026-04,5.6,50.1,4.9,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0169,2026-04-04,Copenhagen,Community Lab,Health Booking,18–29,Own device,7.9,51.7,Yes,No,4.9,Volunteer,Yes,No,2026-04-04,2026-04,7.9,51.7,4.9,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0170,2026-04-09,Aalborg,Community Lab,Health Booking,30–44,Centre device,17.7,45.2,No,Yes,3.1,Advisor,No,Yes,2026-04-09,2026-04,17.7,45.2,3.1,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0171,2026-04-14,Odense,Community Lab,Email & Documents,45–59,Phone support,13.1,44.6,Yes,No,3.7,Librarian,Yes,No,2026-04-14,2026-04,13.1,44.6,3.7,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0172,2026-04-19,Aarhus,Community Lab,Email & Documents,60+,Own device,0.0,40.0,Yes,No,5.0,Volunteer,Yes,No,2026-04-19,2026-04,0.0,40.0,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0173,2026-04-24,Copenhagen,Mobile Desk,Email & Documents,18–29,Centre device,9.5,41.1,Yes,No,4.7,Advisor,Yes,No,2026-04-24,2026-04,9.5,41.1,4.7,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0174,2026-04-02,Aalborg,Mobile Desk,Email & Documents,30–44,Phone support,8.2,67.6,Yes,No,4.8,Librarian,Yes,No,2026-04-02,2026-04,8.2,67.6,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0175,2026-04-07,Odense,Mobile Desk,Email & Documents,45–59,Own device,12.1,50.0,No,No,3.9,Volunteer,No,No,2026-04-07,2026-04,12.1,50.0,3.9,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0176,2026-04-12,Aarhus,Mobile Desk,Digital ID,60+,Centre device,29.3,8.0,Yes,No,2.7,Advisor,Yes,No,2026-04-12,2026-04,29.3,8.0,2.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0177,2026-04-17,Copenhagen,Library Hub,Digital ID,18–29,Own device,13.0,45.6,Yes,No,5.0,Librarian,Yes,No,2026-04-17,2026-04,13.0,45.6,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0178,2026-04-22,Aalborg,Library Hub,Digital ID,30–44,Centre device,24.0,52.1,Yes,No,3.2,Volunteer,Yes,No,2026-04-22,2026-04,24.0,52.1,3.2,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0179,2026-04-27,Odense,Library Hub,Digital ID,45–59,Phone support,28.2,34.9,Yes,No,3.6,Advisor,Yes,No,2026-04-27,2026-04,28.2,34.9,3.6,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0180,2026-04-05,Aarhus,Library Hub,Digital ID,60+,Own device,13.8,45.6,Yes,No,4.8,Librarian,Yes,No,2026-04-05,2026-04,13.8,45.6,4.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0181,2026-05-10,Copenhagen,Citizen Centre,Online Benefits,18–29,Centre device,5.5,55.9,Yes,No,5.0,Volunteer,Yes,No,2026-05-10,2026-05,5.5,55.9,5.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0182,2026-05-15,Aalborg,Citizen Centre,Online Benefits,30–44,Phone support,13.4,44.5,Yes,No,4.1,Advisor,Yes,No,2026-05-15,2026-05,13.4,44.5,4.1,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0183,2026-05-20,Odense,Citizen Centre,Online Benefits,45–59,Own device,6.6,50.8,Yes,No,4.5,Librarian,Yes,No,2026-05-20,2026-05,6.6,50.8,4.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0184,2026-05-25,Aarhus,Citizen Centre,Online Benefits,60+,Centre device,6.8,45.7,Yes,No,5.0,Volunteer,Yes,No,2026-05-25,2026-05,6.8,45.7,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0185,2026-05-03,Copenhagen,Community Lab,Online Benefits,18–29,Phone support,18.0,30.0,Yes,No,4.3,Advisor,Yes,No,2026-05-03,2026-05,18.0,30.0,4.3,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0186,2026-05-08,Aalborg,Community Lab,Job Portal,30–44,Own device,3.2,34.6,Yes,No,4.6,Librarian,Yes,No,2026-05-08,2026-05,3.2,34.6,4.6,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0187,2026-05-13,Odense,Community Lab,Job Portal,45–59,Centre device,15.9,48.3,Yes,No,5.0,Volunteer,Yes,No,2026-05-13,2026-05,15.9,48.3,5.0,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0188,2026-05-18,Aarhus,Community Lab,Job Portal,60+,Own device,21.5,51.9,Yes,No,3.4,Advisor,Yes,No,2026-05-18,2026-05,21.5,51.9,3.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0189,2026-05-23,Copenhagen,Mobile Desk,Job Portal,18–29,Centre device,13.1,43.8,Yes,No,4.2,Librarian,Yes,No,2026-05-23,2026-05,13.1,43.8,4.2,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0190,2026-05-01,Aalborg,Mobile Desk,Job Portal,30–44,Phone support,8.7,13.8,Yes,No,3.8,Volunteer,Yes,No,2026-05-01,2026-05,8.7,13.8,3.8,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0191,2026-05-06,Odense,Mobile Desk,Health Booking,45–59,Own device,17.3,32.8,Yes,No,3.5,Advisor,Yes,No,2026-05-06,2026-05,17.3,32.8,3.5,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0192,2026-05-11,Aarhus,Mobile Desk,Health Booking,60+,Centre device,14.2,49.7,Yes,No,3.8,Librarian,Yes,No,2026-05-11,2026-05,14.2,49.7,3.8,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0193,2026-05-16,Copenhagen,Library Hub,Health Booking,18–29,Phone support,7.4,31.7,Yes,No,4.8,Volunteer,Yes,No,2026-05-16,2026-05,7.4,31.7,4.8,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0194,2026-05-21,Aalborg,Library Hub,Health Booking,30–44,Own device,6.9,50.8,Yes,No,3.6,Advisor,Yes,No,2026-05-21,2026-05,6.9,50.8,3.6,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0195,2026-05-26,Odense,Library Hub,Health Booking,45–59,Centre device,24.8,44.9,Yes,No,3.8,Librarian,Yes,No,2026-05-26,2026-05,24.8,44.9,3.8,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0196,2026-05-04,Aarhus,Library Hub,Email & Documents,60+,Phone support,14.6,31.7,No,Yes,4.7,Volunteer,No,Yes,2026-05-04,2026-05,14.6,31.7,4.7,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0197,2026-05-09,Copenhagen,Citizen Centre,Email & Documents,18–29,Own device,4.3,51.3,Yes,No,5.0,Advisor,Yes,No,2026-05-09,2026-05,4.3,51.3,5.0,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0198,2026-05-14,Aalborg,Citizen Centre,Email & Documents,30–44,Centre device,27.1,54.0,No,No,3.5,Librarian,No,No,2026-05-14,2026-05,27.1,54.0,3.5,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0199,2026-06-19,Odense,Citizen Centre,Email & Documents,45–59,Own device,7.9,36.1,No,Yes,4.2,Volunteer,No,Yes,2026-06-19,2026-06,7.9,36.1,4.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0200,2026-06-24,Aarhus,Citizen Centre,Email & Documents,60+,Centre device,21.4,44.9,No,No,3.7,Advisor,No,No,2026-06-24,2026-06,21.4,44.9,3.7,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0201,2026-06-02,Copenhagen,Community Lab,Digital ID,18–29,Phone support,10.1,33.2,Yes,No,3.5,Librarian,Yes,No,2026-06-02,2026-06,10.1,33.2,3.5,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0202,2026-06-07,Aalborg,Community Lab,Digital ID,30–44,Own device,8.3,37.4,No,No,3.5,Volunteer,No,No,2026-06-07,2026-06,8.3,37.4,3.5,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0203,2026-06-12,Odense,Community Lab,Digital ID,45–59,Centre device,15.7,58.0,No,No,4.8,Advisor,No,No,2026-06-12,2026-06,15.7,58.0,4.8,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0204,2026-06-17,Aarhus,Community Lab,Digital ID,60+,Phone support,14.2,30.1,No,Yes,4.2,Librarian,No,Yes,2026-06-17,2026-06,14.2,30.1,4.2,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0205,2026-06-22,Copenhagen,Mobile Desk,Digital ID,18–29,Own device,14.2,71.3,No,No,3.7,Volunteer,No,No,2026-06-22,2026-06,14.2,71.3,3.7,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0206,2026-06-27,Aalborg,Mobile Desk,Online Benefits,30–44,Centre device,8.5,68.8,No,Yes,4.8,Advisor,No,Yes,2026-06-27,2026-06,8.5,68.8,4.8,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0207,2026-06-05,Odense,Mobile Desk,Online Benefits,45–59,Phone support,10.8,47.3,No,No,4.3,Librarian,No,No,2026-06-05,2026-06,10.8,47.3,4.3,No,No,No,No,No,No,The form was not easy to find.,form not easy find
SES-0208,2026-06-10,Aarhus,Mobile Desk,Online Benefits,60+,Own device,3.0,60.3,Yes,No,5.0,Volunteer,Yes,No,2026-06-10,2026-06,3.0,60.3,5.0,No,No,No,No,No,No,No follow-up needed after the session.,no follow up needed after session
SES-0209,2026-06-15,Copenhagen,Library Hub,Online Benefits,18–29,Centre device,24.6,10.3,Yes,No,3.9,Advisor,Yes,No,2026-06-15,2026-06,24.6,10.3,3.9,No,No,No,No,No,No,Staff explained email attachments and document upload.,staff explained email attachments document upload
SES-0210,2026-06-20,Aalborg,Library Hub,Online Benefits,30–44,Own device,8.3,45.3,Yes,No,4.1,Librarian,Yes,No,2026-06-20,2026-06,8.3,45.3,4.1,No,No,No,No,No,No,Connection failed and another visit was needed.,connection failed another visit needed
SES-0211,2026-06-25,Odense,Library Hub,Job Portal,45–59,Centre device,14.6,31.0,Yes,No,3.2,Volunteer,Yes,No,2026-06-25,2026-06,14.6,31.0,3.2,No,No,No,No,No,No,User needed clear steps for digital login.,user needed clear steps digital login
SES-0212,2026-06-03,Aarhus,Library Hub,Job Portal,60+,Phone support,25.3,47.9,Yes,No,4.4,Advisor,Yes,No,2026-06-03,2026-06,25.3,47.9,4.4,No,No,No,No,No,No,Issue resolved after password guidance.,issue resolved after password guidance
SES-0213,2026-06-08,Copenhagen,Citizen Centre,Job Portal,18–29,Own device,0.0,43.7,Yes,No,5.0,Librarian,Yes,No,2026-06-08,2026-06,0.0,43.7,5.0,No,No,No,No,No,No,The form was not easy to find.,form not easy find
