task_id,task_date,city,organisation_unit,task_type,execution_mode,minutes_spent,errors_found,human_review,outcome,confidence_rating,staff_sentiment,tool_version,human_review_clean,task_date_clean,report_month,minutes_spent_clean,errors_found_clean,confidence_rating_clean,flag_invalid_minutes,flag_invalid_errors,flag_invalid_confidence,flag_invalid_date,flag_high_error_no_review,flag_repeated_id,comment_raw,comment_clean
TASK-0112,2026-06-10,Aarhus,HR,Scheduling,Manual,56.9,0,No,Completed,4.7,Positive,v1.0,No,2026-06-10,2026-06,56.9,0.0,4.7,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0113,2026-06-13,Copenhagen,HR,Status Update,Automated,25.2,3,No,Completed,3.5,Neutral,v1.1,No,2026-06-13,2026-06,25.2,3.0,3.5,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0114,2026-06-16,Aalborg,HR,Status Update,AI-assisted,33.1,4,Yes,Needs correction,2.4,Concerned,v1.2,Yes,2026-06-16,2026-06,33.1,4.0,2.4,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0115,2026-06-19,Odense,HR,Status Update,Manual,30.1,3,No,Completed,2.7,Concerned,v1.0,No,2026-06-19,2026-06,30.1,3.0,2.7,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0116,2026-06-22,Aarhus,Procurement,Status Update,Automated,36.3,3,Yes,Completed,2.4,Concerned,v1.1,Yes,2026-06-22,2026-06,36.3,3.0,2.4,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0117,2026-06-25,Copenhagen,Procurement,Email Triage,AI-assisted,30.5,0,Yes,Completed,4.7,Positive,v1.2,Yes,2026-06-25,2026-06,30.5,0.0,4.7,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0118,2026-06-01,Aalborg,Procurement,Email Triage,Automated,15.6,1,Yes,Completed,4.2,Positive,v1.0,Yes,2026-06-01,2026-06,15.6,1.0,4.2,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0119,2026-06-04,Odense,Procurement,Email Triage,AI-assisted,36.5,2,No,Completed,3.5,Neutral,v1.1,No,2026-06-04,2026-06,36.5,2.0,3.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0120,2026-06-07,Aarhus,Procurement,Email Triage,Manual,45.2,2,No,Completed,3.4,Neutral,v1.2,No,2026-06-07,2026-06,45.2,2.0,3.4,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0121,2026-01-10,Copenhagen,Communications,Data Entry,Automated,24.8,4,Yes,Needs correction,2.0,Concerned,v1.0,Yes,2026-01-10,2026-01,24.8,4.0,2.0,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0122,2026-01-13,Aalborg,Communications,Data Entry,AI-assisted,33.9,0,Yes,Completed,3.9,Neutral,v1.1,Yes,2026-01-13,2026-01,33.9,0.0,3.9,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0123,2026-01-16,Odense,Communications,Data Entry,Manual,43.8,1,No,Completed,3.6,Neutral,v1.2,No,2026-01-16,2026-01,43.8,1.0,3.6,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0124,2026-01-19,Aarhus,Communications,Data Entry,Automated,4.8,2,No,Completed,4.1,Positive,v1.0,No,2026-01-19,2026-01,4.8,2.0,4.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0125,2026-01-22,Copenhagen,Communications,Document Check,AI-assisted,27.0,2,No,Completed,3.5,Neutral,v1.1,No,2026-01-22,2026-01,27.0,2.0,3.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0126,2026-01-25,Aalborg,Finance,Document Check,Manual,32.9,0,No,Completed,4.3,Positive,v1.2,No,2026-01-25,2026-01,32.9,0.0,4.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0127,2026-01-01,Odense,Finance,Document Check,AI-assisted,13.1,2,Yes,Completed,3.5,Neutral,v1.0,Yes,2026-01-01,2026-01,13.1,2.0,3.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0128,2026-01-04,Aarhus,Finance,Document Check,Manual,53.2,1,No,Completed,3.5,Neutral,v1.1,No,2026-01-04,2026-01,53.2,1.0,3.5,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0129,2026-01-07,Copenhagen,Finance,Scheduling,Automated,11.1,2,Yes,Completed,3.5,Neutral,v1.2,Yes,2026-01-07,2026-01,11.1,2.0,3.5,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0130,2026-01-10,Aalborg,Finance,Scheduling,AI-assisted,24.5,0,Yes,Completed,5.0,Positive,v1.0,Yes,2026-01-10,2026-01,24.5,0.0,5.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0131,2026-01-13,Odense,Citizen Services,Scheduling,Manual,43.8,0,No,Completed,3.9,Neutral,v1.1,No,2026-01-13,2026-01,43.8,0.0,3.9,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0132,2026-01-16,Aarhus,Citizen Services,Scheduling,Automated,4.3,0,Yes,Completed,4.2,Positive,v1.2,Yes,2026-01-16,2026-01,4.3,0.0,4.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0133,2026-01-19,Copenhagen,Citizen Services,Status Update,AI-assisted,32.4,3,Yes,Completed,3.8,Neutral,v1.0,Yes,2026-01-19,2026-01,32.4,3.0,3.8,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0134,2026-01-22,Aalborg,Citizen Services,Status Update,Manual,56.7,1,No,Completed,3.8,Neutral,v1.1,No,2026-01-22,2026-01,56.7,1.0,3.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0135,2026-01-25,Odense,Citizen Services,Status Update,Automated,27.8,4,Yes,Needs correction,2.5,Concerned,v1.2,Yes,2026-01-25,2026-01,27.8,4.0,2.5,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0136,2026-01-01,Aarhus,HR,Status Update,Manual,57.5,0,No,Completed,4.4,Positive,v1.0,No,2026-01-01,2026-01,57.5,0.0,4.4,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0137,2026-01-04,Copenhagen,HR,Email Triage,Automated,31.7,3,Yes,Completed,3.1,Neutral,v1.1,Yes,2026-01-04,2026-01,31.7,3.0,3.1,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0138,2026-01-07,Aalborg,HR,Email Triage,AI-assisted,30.8,2,No,Completed,3.6,Neutral,v1.2,No,2026-01-07,2026-01,30.8,2.0,3.6,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0139,2026-01-10,Odense,HR,Email Triage,Manual,53.0,0,No,Completed,4.3,Positive,v1.0,No,2026-01-10,2026-01,53.0,0.0,4.3,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0140,2026-01-13,Aarhus,HR,Email Triage,Automated,2.0,1,Yes,Completed,4.2,Positive,v1.1,Yes,2026-01-13,2026-01,2.0,1.0,4.2,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0141,2026-02-16,Copenhagen,Procurement,Data Entry,AI-assisted,32.5,2,Yes,Completed,2.9,Concerned,v1.2,Yes,2026-02-16,2026-02,32.5,2.0,2.9,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0142,2026-02-19,Aalborg,Procurement,Data Entry,Manual,45.3,0,No,Completed,4.3,Positive,v1.0,No,2026-02-19,2026-02,45.3,0.0,4.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0143,2026-02-22,Odense,Procurement,Data Entry,Automated,19.8,2,No,Completed,3.0,Neutral,v1.1,No,2026-02-22,2026-02,19.8,2.0,3.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0144,2026-02-25,Aarhus,Procurement,Data Entry,AI-assisted,32.6,3,Yes,Completed,2.8,Concerned,v1.2,Yes,2026-02-25,2026-02,32.6,3.0,2.8,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0145,2026-02-01,Copenhagen,Procurement,Document Check,Automated,10.6,0,No,Completed,3.7,Neutral,v1.0,No,2026-02-01,2026-02,10.6,0.0,3.7,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0146,2026-02-04,Aalborg,Communications,Document Check,AI-assisted,25.5,3,No,Completed,2.7,Concerned,v1.1,No,2026-02-04,2026-02,25.5,3.0,2.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0147,2026-02-07,Odense,Communications,Document Check,Manual,61.3,3,No,Completed,3.0,Neutral,v1.2,No,2026-02-07,2026-02,61.3,3.0,3.0,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0148,2026-02-10,Aarhus,Communications,Document Check,Automated,2.0,3,Yes,Completed,2.5,Concerned,v1.0,Yes,2026-02-10,2026-02,2.0,3.0,2.5,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0149,2026-02-13,Copenhagen,Communications,Scheduling,AI-assisted,33.1,4,Yes,Needs correction,2.2,Concerned,v1.1,Yes,2026-02-13,2026-02,33.1,4.0,2.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0150,2026-02-16,Aalborg,Communications,Scheduling,Manual,44.8,1,No,Completed,4.0,Positive,v1.2,No,2026-02-16,2026-02,44.8,1.0,4.0,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0151,2026-02-19,Odense,Finance,Scheduling,Automated,15.0,0,No,Completed,5.0,Positive,v1.0,No,2026-02-19,2026-02,15.0,0.0,5.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0152,2026-02-22,Aarhus,Finance,Scheduling,AI-assisted,37.9,2,Yes,Completed,3.6,Neutral,v1.1,Yes,2026-02-22,2026-02,37.9,2.0,3.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0153,2026-02-25,Copenhagen,Finance,Status Update,Manual,37.1,4,No,Needs correction,2.4,Concerned,v1.2,No,2026-02-25,2026-02,37.1,4.0,2.4,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0154,2026-02-01,Aalborg,Finance,Status Update,AI-assisted,26.5,0,Yes,Completed,4.3,Positive,v1.0,Yes,2026-02-01,2026-02,26.5,0.0,4.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0155,2026-02-04,Odense,Finance,Status Update,Manual,40.9,0,No,Completed,3.8,Neutral,v1.1,No,2026-02-04,2026-02,40.9,0.0,3.8,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0156,2026-02-07,Aarhus,Citizen Services,Status Update,Automated,29.4,1,Yes,Completed,4.6,Positive,v1.2,Yes,2026-02-07,2026-02,29.4,1.0,4.6,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0157,2026-02-10,Copenhagen,Citizen Services,Email Triage,AI-assisted,21.9,3,Yes,Completed,3.4,Neutral,v1.0,Yes,2026-02-10,2026-02,21.9,3.0,3.4,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0158,2026-02-13,Aalborg,Citizen Services,Email Triage,Manual,36.0,4,No,Needs correction,2.1,Concerned,v1.1,No,2026-02-13,2026-02,36.0,4.0,2.1,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0159,2026-02-16,Odense,Citizen Services,Email Triage,Automated,10.6,3,No,Completed,3.3,Neutral,v1.2,No,2026-02-16,2026-02,10.6,3.0,3.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0160,2026-02-19,Aarhus,Citizen Services,Email Triage,AI-assisted,28.5,1,Yes,Completed,4.0,Positive,v1.0,Yes,2026-02-19,2026-02,28.5,1.0,4.0,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0161,2026-03-22,Copenhagen,HR,Data Entry,Manual,42.1,2,No,Completed,3.6,Neutral,v1.1,No,2026-03-22,2026-03,42.1,2.0,3.6,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0162,2026-03-25,Aalborg,HR,Data Entry,Automated,9.6,3,Yes,Completed,3.3,Neutral,v1.2,Yes,2026-03-25,2026-03,9.6,3.0,3.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0163,2026-03-01,Odense,HR,Data Entry,Manual,35.1,0,No,Completed,5.0,Positive,v1.0,No,2026-03-01,2026-03,35.1,0.0,5.0,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0164,2026-03-04,Aarhus,HR,Data Entry,Automated,2.0,3,Yes,Completed,2.9,Concerned,v1.1,Yes,2026-03-04,2026-03,2.0,3.0,2.9,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0165,2026-03-07,Copenhagen,HR,Document Check,AI-assisted,35.2,3,No,Completed,2.3,Concerned,v1.2,No,2026-03-07,2026-03,35.2,3.0,2.3,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0166,2026-03-10,Aalborg,Procurement,Document Check,Manual,34.8,3,No,Completed,3.0,Neutral,v1.0,No,2026-03-10,2026-03,34.8,3.0,3.0,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0167,2026-03-13,Odense,Procurement,Document Check,Automated,20.3,0,Yes,Completed,4.1,Positive,v1.1,Yes,2026-03-13,2026-03,20.3,0.0,4.1,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0168,2026-03-16,Aarhus,Procurement,Document Check,AI-assisted,33.6,1,Yes,Completed,3.8,Neutral,v1.2,Yes,2026-03-16,2026-03,33.6,1.0,3.8,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0169,2026-03-19,Copenhagen,Procurement,Scheduling,Manual,36.1,2,No,Completed,3.3,Neutral,v1.0,No,2026-03-19,2026-03,36.1,2.0,3.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0170,2026-03-22,Aalborg,Procurement,Scheduling,Automated,2.0,2,No,Completed,3.1,Neutral,v1.1,No,2026-03-22,2026-03,2.0,2.0,3.1,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0171,2026-03-25,Odense,Communications,Scheduling,AI-assisted,19.7,3,No,Completed,2.3,Concerned,v1.2,No,2026-03-25,2026-03,19.7,3.0,2.3,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0172,2026-03-01,Aarhus,Communications,Scheduling,Automated,18.0,3,Yes,Completed,2.8,Concerned,v1.0,Yes,2026-03-01,2026-03,18.0,3.0,2.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0173,2026-03-04,Copenhagen,Communications,Status Update,AI-assisted,21.1,3,Yes,Completed,3.8,Neutral,v1.1,Yes,2026-03-04,2026-03,21.1,3.0,3.8,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0174,2026-03-07,Aalborg,Communications,Status Update,Manual,46.8,0,No,Completed,4.8,Positive,v1.2,No,2026-03-07,2026-03,46.8,0.0,4.8,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0175,2026-03-10,Odense,Communications,Status Update,Automated,24.0,2,Yes,Completed,3.6,Neutral,v1.0,Yes,2026-03-10,2026-03,24.0,2.0,3.6,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0176,2026-03-13,Aarhus,Finance,Status Update,AI-assisted,28.4,1,Yes,Completed,4.1,Positive,v1.1,Yes,2026-03-13,2026-03,28.4,1.0,4.1,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0177,2026-03-16,Copenhagen,Finance,Email Triage,Manual,40.2,0,No,Completed,3.4,Neutral,v1.2,No,2026-03-16,2026-03,40.2,0.0,3.4,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0178,2026-03-19,Aalborg,Finance,Email Triage,Automated,35.4,2,No,Completed,3.0,Neutral,v1.0,No,2026-03-19,2026-03,35.4,2.0,3.0,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0179,2026-03-22,Odense,Finance,Email Triage,AI-assisted,45.8,1,No,Completed,4.2,Positive,v1.1,No,2026-03-22,2026-03,45.8,1.0,4.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0180,2026-03-25,Aarhus,Finance,Email Triage,Manual,47.1,0,No,Completed,3.6,Neutral,v1.2,No,2026-03-25,2026-03,47.1,0.0,3.6,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0181,2026-04-01,Copenhagen,Citizen Services,Data Entry,AI-assisted,27.2,2,No,Completed,3.2,Neutral,v1.0,No,2026-04-01,2026-04,27.2,2.0,3.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0182,2026-04-04,Aalborg,Citizen Services,Data Entry,Manual,45.4,0,No,Completed,3.9,Neutral,v1.1,No,2026-04-04,2026-04,45.4,0.0,3.9,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0183,2026-04-07,Odense,Citizen Services,Data Entry,Automated,38.8,3,Yes,Completed,3.1,Neutral,v1.2,Yes,2026-04-07,2026-04,38.8,3.0,3.1,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0184,2026-04-10,Aarhus,Citizen Services,Data Entry,AI-assisted,21.0,3,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-04-10,2026-04,21.0,3.0,3.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0185,2026-04-13,Copenhagen,Citizen Services,Document Check,Manual,30.0,1,No,Completed,4.3,Positive,v1.1,No,2026-04-13,2026-04,30.0,1.0,4.3,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0186,2026-04-16,Aalborg,HR,Document Check,Automated,10.2,2,No,Completed,4.3,Positive,v1.2,No,2026-04-16,2026-04,10.2,2.0,4.3,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0187,2026-04-19,Odense,HR,Document Check,AI-assisted,38.2,1,No,Completed,3.4,Neutral,v1.0,No,2026-04-19,2026-04,38.2,1.0,3.4,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0188,2026-04-22,Aarhus,HR,Document Check,Manual,41.2,1,No,Completed,3.8,Neutral,v1.1,No,2026-04-22,2026-04,41.2,1.0,3.8,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0189,2026-04-25,Copenhagen,HR,Scheduling,Automated,19.0,2,No,Completed,3.0,Neutral,v1.2,No,2026-04-25,2026-04,19.0,2.0,3.0,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0190,2026-04-01,Aalborg,HR,Scheduling,Manual,48.2,1,No,Completed,4.6,Positive,v1.0,No,2026-04-01,2026-04,48.2,1.0,4.6,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0191,2026-04-04,Odense,Procurement,Scheduling,Automated,2.0,2,Yes,Completed,3.3,Neutral,v1.1,Yes,2026-04-04,2026-04,2.0,2.0,3.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0192,2026-04-07,Aarhus,Procurement,Scheduling,AI-assisted,18.4,2,Yes,Completed,3.6,Neutral,v1.2,Yes,2026-04-07,2026-04,18.4,2.0,3.6,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0193,2026-04-10,Copenhagen,Procurement,Status Update,Manual,53.6,2,No,Completed,3.2,Neutral,v1.0,No,2026-04-10,2026-04,53.6,2.0,3.2,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0194,2026-04-13,Aalborg,Procurement,Status Update,Automated,30.2,2,Yes,Completed,3.7,Neutral,v1.1,Yes,2026-04-13,2026-04,30.2,2.0,3.7,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0195,2026-04-16,Odense,Procurement,Status Update,AI-assisted,37.7,3,Yes,Completed,3.6,Neutral,v1.2,Yes,2026-04-16,2026-04,37.7,3.0,3.6,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0196,2026-04-19,Aarhus,Communications,Status Update,Manual,34.3,4,No,Needs correction,2.3,Concerned,v1.0,No,2026-04-19,2026-04,34.3,4.0,2.3,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0197,2026-04-22,Copenhagen,Communications,Email Triage,Automated,24.0,1,Yes,Completed,3.6,Neutral,v1.1,Yes,2026-04-22,2026-04,24.0,1.0,3.6,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0198,2026-04-25,Aalborg,Communications,Email Triage,AI-assisted,18.6,0,Yes,Completed,4.3,Positive,v1.2,Yes,2026-04-25,2026-04,18.6,0.0,4.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0199,2026-04-01,Odense,Communications,Email Triage,Automated,13.6,4,Yes,Needs correction,2.0,Concerned,v1.0,Yes,2026-04-01,2026-04,13.6,4.0,2.0,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0200,2026-04-04,Aarhus,Communications,Email Triage,AI-assisted,21.8,0,Yes,Completed,4.4,Positive,v1.1,Yes,2026-04-04,2026-04,21.8,0.0,4.4,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0201,2026-05-07,Copenhagen,Finance,Data Entry,Manual,59.3,3,No,Completed,2.4,Concerned,v1.2,No,2026-05-07,2026-05,59.3,3.0,2.4,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0202,2026-05-10,Aalborg,Finance,Data Entry,Automated,10.8,1,Yes,Completed,3.6,Neutral,v1.0,Yes,2026-05-10,2026-05,10.8,1.0,3.6,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0203,2026-05-13,Odense,Finance,Data Entry,AI-assisted,22.8,2,Yes,Completed,4.3,Positive,v1.1,Yes,2026-05-13,2026-05,22.8,2.0,4.3,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0204,2026-05-16,Aarhus,Finance,Data Entry,Manual,41.5,3,No,Completed,2.5,Concerned,v1.2,No,2026-05-16,2026-05,41.5,3.0,2.5,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0205,2026-05-19,Copenhagen,Finance,Document Check,Automated,16.8,2,No,Completed,3.5,Neutral,v1.0,No,2026-05-19,2026-05,16.8,2.0,3.5,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0206,2026-05-22,Aalborg,Citizen Services,Document Check,AI-assisted,31.1,0,Yes,Completed,4.6,Positive,v1.1,Yes,2026-05-22,2026-05,31.1,0.0,4.6,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0207,2026-05-25,Odense,Citizen Services,Document Check,Manual,35.3,0,No,Completed,4.4,Positive,v1.2,No,2026-05-25,2026-05,35.3,0.0,4.4,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0208,2026-05-01,Aarhus,Citizen Services,Document Check,AI-assisted,11.9,3,Yes,Completed,3.2,Neutral,v1.0,Yes,2026-05-01,2026-05,11.9,3.0,3.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0209,2026-05-04,Copenhagen,Citizen Services,Scheduling,Manual,38.5,1,No,Completed,3.6,Neutral,v1.1,No,2026-05-04,2026-05,38.5,1.0,3.6,No,No,No,No,No,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0210,2026-05-07,Aalborg,Citizen Services,Scheduling,Automated,23.8,2,Yes,Completed,3.2,Neutral,v1.2,Yes,2026-05-07,2026-05,23.8,2.0,3.2,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0211,2026-05-10,Odense,HR,Scheduling,AI-assisted,27.7,3,No,Completed,3.6,Neutral,v1.0,No,2026-05-10,2026-05,27.7,3.0,3.6,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0212,2026-05-13,Aarhus,HR,Scheduling,Manual,42.1,0,No,Completed,4.1,Positive,v1.1,No,2026-05-13,2026-05,42.1,0.0,4.1,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0213,2026-05-16,Copenhagen,HR,Status Update,Automated,9.9,4,Yes,Needs correction,2.2,Concerned,v1.2,Yes,2026-05-16,2026-05,9.9,4.0,2.2,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0214,2026-05-19,Aalborg,HR,Status Update,AI-assisted,20.3,3,Yes,Completed,2.7,Concerned,v1.0,Yes,2026-05-19,2026-05,20.3,3.0,2.7,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0215,2026-05-22,Odense,HR,Status Update,Manual,57.7,3,No,Completed,2.3,Concerned,v1.1,No,2026-05-22,2026-05,57.7,3.0,2.3,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0216,2026-05-25,Aarhus,Procurement,Status Update,Automated,24.6,4,No,Needs correction,2.2,Concerned,v1.2,No,2026-05-25,2026-05,24.6,4.0,2.2,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
TASK-0217,2026-05-01,Copenhagen,Procurement,Email Triage,Manual,46.8,5,No,Needs correction,1.3,Concerned,v1.0,No,2026-05-01,2026-05,46.8,5.0,1.3,No,No,No,No,Yes,No,The task was faster but still needed human review.,task faster still needed human review
TASK-0218,2026-05-04,Aalborg,Procurement,Email Triage,Automated,11.8,2,Yes,Completed,3.6,Neutral,v1.1,Yes,2026-05-04,2026-05,11.8,2.0,3.6,No,No,No,No,No,No,Staff did not trust the first suggestion.,staff did not trust first suggestion
TASK-0219,2026-05-07,Odense,Procurement,Email Triage,AI-assisted,29.1,0,Yes,Completed,4.2,Positive,v1.2,Yes,2026-05-07,2026-05,29.1,0.0,4.2,No,No,No,No,No,No,No error was found after review.,no error found after review
TASK-0220,2026-05-10,Aarhus,Procurement,Email Triage,Manual,62.2,0,No,Completed,4.5,Positive,v1.0,No,2026-05-10,2026-05,62.2,0.0,4.5,No,No,No,No,No,No,The automated step failed and required manual work.,automated step failed required manual work
TASK-0221,2026-06-13,Copenhagen,Communications,Data Entry,Automated,17.0,0,Yes,Completed,4.9,Positive,v1.1,Yes,2026-06-13,2026-06,17.0,0.0,4.9,No,No,No,No,No,No,The result was clear and useful.,result clear useful
TASK-0222,2026-06-16,Aalborg,Communications,Data Entry,AI-assisted,31.7,3,No,Completed,3.3,Neutral,v1.2,No,2026-06-16,2026-06,31.7,3.0,3.3,No,No,No,No,No,No,Human review caught an important error.,human review caught important error
TASK-0223,2026-06-19,Odense,Communications,Data Entry,Manual,50.7,2,No,Completed,3.7,Neutral,v1.0,No,2026-06-19,2026-06,50.7,2.0,3.7,No,No,No,No,No,No,The process was faster and staff felt positive.,process faster staff felt positive
TASK-0224,2026-06-22,Aarhus,Communications,Data Entry,Automated,38.2,3,No,Completed,3.4,Neutral,v1.1,No,2026-06-22,2026-06,38.2,3.0,3.4,No,No,No,No,No,No,The tool was not suitable for this exception.,tool not suitable this exception
